order_id,customer_id,product_id,warehouse_id,quantity,selling_price,discount,final_amount,payment_method,order_status,order_date
O001366,C0076,P0056,W012,10,73.8,130.93,607.07,Debit Card,Pending,2026-05-29
O001367,C0360,P0055,W017,3,691.95,207.76,1868.09,Debit Card,Completed,2026-07-13
O001368,C0489,P0062,W011,7,152.46,135.03,932.19,Cash,Completed,2026-05-03
O001369,C0328,P0069,W012,4,779.75,508.32,2610.68,Credit Card,Completed,2025-11-12
O001370,C0228,P0128,W005,2,366.55,61.39,671.71,UPI,Cancelled,2026-04-04
O001371,C0300,P0196,W017,3,403.53,124.52,1086.07,Net Banking,Cancelled,2026-04-08
O001372,C0456,P0118,W018,9,545.32,67.9,4839.98,Cash,Completed,2026-07-15
O001373,C0408,P0060,W015,10,220.07,274.37,1926.33,Debit Card,Pending,2025-10-18
O001374,C0131,P0158,W007,8,498.73,151.57,3838.27,Net Banking,Pending,2026-06-27
O001375,C0158,P0066,W002,6,156.35,117.8,820.3,Debit Card,Cancelled,2025-12-29
O001376,C0115,P0127,W002,5,830.32,136.12,4015.48,Debit Card,Completed,2025-09-16
O001377,C0399,P0082,W019,8,524.26,217.84,3976.24,Debit Card,Completed,2026-01-15
O001378,C0155,P0118,W005,10,545.32,412.92,5040.28,Debit Card,Cancelled,2026-05-13
O001379,C0005,P0090,W010,10,414.11,190.28,3950.82,Debit Card,Pending,2025-12-26
O001380,C0404,P0115,W012,7,346.43,71.26,2353.75,UPI,Pending,2026-03-17
O001381,C0333,P0037,W017,6,536.12,253.04,2963.68,Credit Card,Cancelled,2025-11-18
O001382,C0481,P0167,W004,5,121.8,118.53,490.47,Credit Card,Cancelled,2025-12-22
O001383,C0305,P0175,W014,2,636.16,99.75,1172.57,UPI,Pending,2025-12-06
O001384,C0149,P0077,W009,3,705.01,329.31,1785.72,Net Banking,Cancelled,2025-10-23
O001385,C0030,P0110,W001,2,91.98,19.92,164.04,UPI,Cancelled,2025-09-25
O001386,C0471,P0044,W010,8,509.99,354.46,3725.46,Net Banking,Completed,2026-05-04
O001387,C0003,P0180,W016,4,83.12,35.86,296.62,UPI,Pending,2025-09-14
O001388,C0048,P0195,W012,5,194.61,36.16,936.89,Credit Card,Completed,2025-12-14
O001389,C0125,P0015,W012,1,435.76,54.08,381.68,UPI,Pending,2026-04-22
O001390,C0049,P0016,W015,8,646.11,72.76,5096.12,Net Banking,Cancelled,2026-02-13
O001391,C0270,P0040,W011,9,533.67,212.41,4590.62,Cash,Pending,2026-07-24
O001392,C0063,P0195,W012,4,194.61,5.47,772.97,Debit Card,Cancelled,2026-02-22
O001393,C0460,P0021,W002,9,244.16,239.77,1957.67,UPI,Cancelled,2025-11-25
O001394,C0431,P0151,W003,5,359.46,48.4,1748.9,Debit Card,Completed,2026-02-07
O001395,C0452,P0025,W003,1,464.04,4.93,459.11,UPI,Pending,2026-04-30
O001396,C0291,P0128,W012,7,366.55,265.4,2300.45,Debit Card,Completed,2026-07-28
O001397,C0453,P0058,W012,4,607.88,465.42,1966.1,Debit Card,Cancelled,2025-08-05
O001398,C0363,P0091,W017,2,128.87,2.66,255.08,Credit Card,Pending,2026-05-14
O001399,C0033,P0044,W003,6,509.99,115.08,2944.86,Cash,Completed,2025-12-01
O001400,C0380,P0169,W017,4,685.11,453.52,2286.92,Cash,Pending,2025-10-29
O001401,C0348,P0061,W001,8,427.25,439.34,2978.66,Debit Card,Completed,2025-09-29
O001402,C0045,P0013,W013,1,678.5,59.3,619.2,Debit Card,Pending,2025-10-10
O001403,C0312,P0170,W001,10,505.56,310.27,4745.33,Cash,Completed,2026-04-23
O001404,C0297,P0018,W005,9,693.16,565.21,5673.23,Credit Card,Cancelled,2026-06-09
O001405,C0479,P0068,W011,2,244.39,22.03,466.75,Debit Card,Completed,2026-01-24
O001406,C0439,P0028,W005,6,169.73,6.8,1011.58,Debit Card,Cancelled,2025-12-05
O001407,C0327,P0077,W005,1,705.01,31.47,673.54,Debit Card,Cancelled,2025-11-17
O001408,C0014,P0183,W001,9,518.44,597.17,4068.79,UPI,Completed,2026-06-21
O001409,C0422,P0021,W003,6,244.16,180.5,1284.46,Net Banking,Pending,2026-04-11
O001410,C0277,P0129,W008,5,649.05,217.08,3028.17,UPI,Pending,2025-12-10
O001411,C0125,P0045,W016,8,74.54,27.91,568.41,Cash,Cancelled,2025-12-23
O001412,C0071,P0102,W003,3,580.08,165.21,1575.03,UPI,Cancelled,2026-03-22
O001413,C0065,P0167,W013,5,121.8,48.0,561.0,Net Banking,Pending,2025-09-06
O001414,C0196,P0168,W003,4,802.22,358.72,2850.16,UPI,Pending,2026-02-20
O001415,C0479,P0109,W015,2,51.49,19.55,83.43,Credit Card,Completed,2025-12-08
O001416,C0131,P0178,W006,4,253.74,78.9,936.06,Cash,Pending,2025-09-06
O001417,C0004,P0105,W010,9,537.76,631.03,4208.81,Cash,Cancelled,2025-09-23
O001418,C0210,P0108,W017,3,467.1,124.79,1276.51,UPI,Completed,2026-04-19
O001419,C0281,P0182,W001,1,103.87,6.08,97.79,Debit Card,Pending,2025-09-26
O001420,C0345,P0170,W011,2,505.56,62.38,948.74,UPI,Cancelled,2026-04-11
O001421,C0023,P0131,W002,6,381.9,209.28,2082.12,Cash,Cancelled,2026-04-04
O001422,C0013,P0132,W011,7,661.28,670.33,3958.63,Net Banking,Completed,2026-01-13
O001423,C0187,P0134,W004,3,127.8,34.03,349.37,Credit Card,Pending,2025-11-07
O001424,C0191,P0053,W013,2,208.63,37.35,379.91,UPI,Completed,2026-05-08
O001425,C0191,P0074,W010,7,318.47,322.53,1906.76,Cash,Pending,2025-08-09
O001426,C0500,P0054,W018,1,298.13,16.67,281.46,Credit Card,Pending,2026-06-05
O001427,C0432,P0081,W019,9,583.65,627.7,4625.15,UPI,Cancelled,2025-10-04
O001428,C0180,P0059,W009,7,691.04,805.39,4031.89,Debit Card,Pending,2025-12-28
O001429,C0024,P0057,W011,3,500.43,233.76,1267.53,Credit Card,Cancelled,2026-07-07
O001430,C0430,P0072,W018,4,712.27,298.28,2550.8,Debit Card,Cancelled,2026-05-23
O001431,C0184,P0037,W013,6,536.12,410.25,2806.47,Debit Card,Cancelled,2026-07-14
O001432,C0245,P0093,W019,7,102.56,94.75,623.17,Cash,Pending,2026-03-25
O001433,C0235,P0074,W015,2,318.47,6.39,630.55,Debit Card,Pending,2025-11-22
O001434,C0268,P0073,W015,9,114.95,118.07,916.48,Credit Card,Completed,2025-11-11
O001435,C0429,P0130,W003,1,247.63,5.24,242.39,Debit Card,Pending,2025-09-04
O001436,C0397,P0013,W013,5,678.5,567.24,2825.26,Net Banking,Completed,2025-09-21
O001437,C0491,P0032,W016,9,562.17,525.31,4534.22,Debit Card,Completed,2026-05-18
O001438,C0258,P0046,W010,7,602.93,302.17,3918.34,Credit Card,Pending,2026-06-09
O001439,C0067,P0044,W004,4,509.99,93.34,1946.62,UPI,Pending,2026-02-02
O001440,C0171,P0013,W018,10,678.5,1300.81,5484.19,Cash,Completed,2025-09-24
O001441,C0356,P0082,W002,1,524.26,49.22,475.04,UPI,Completed,2026-05-22
O001442,C0071,P0094,W003,4,536.83,205.28,1942.04,UPI,Completed,2026-01-27
O001443,C0479,P0160,W009,8,103.95,126.38,705.22,Cash,Cancelled,2026-04-28
O001444,C0360,P0184,W020,5,600.98,211.18,2793.72,Cash,Cancelled,2026-02-13
O001445,C0422,P0129,W013,9,649.05,548.48,5292.97,Debit Card,Pending,2026-03-10
O001446,C0031,P0098,W007,7,515.46,46.52,3561.7,UPI,Completed,2025-08-19
O001447,C0372,P0055,W016,5,691.95,626.87,2832.88,Debit Card,Completed,2025-10-11
O001448,C0097,P0053,W009,2,208.63,48.66,368.6,Cash,Cancelled,2026-02-14
O001449,C0391,P0139,W006,6,261.47,139.72,1429.1,Debit Card,Pending,2025-10-14
O001450,C0397,P0048,W017,6,197.9,152.1,1035.3,Cash,Cancelled,2025-11-10
O001451,C0420,P0036,W017,8,550.45,529.59,3874.01,Credit Card,Completed,2025-11-26
O001452,C0008,P0108,W009,6,467.1,355.43,2447.17,Net Banking,Completed,2025-09-25
O001453,C0450,P0135,W012,8,444.2,549.87,3003.73,UPI,Pending,2025-12-27
O001454,C0175,P0067,W015,8,610.98,344.16,4543.68,UPI,Completed,2025-12-14
O001455,C0216,P0043,W001,10,759.88,352.52,7246.28,UPI,Pending,2025-08-08
O001456,C0232,P0089,W004,7,380.36,264.33,2398.19,Cash,Completed,2026-02-08
O001457,C0074,P0081,W012,2,583.65,169.45,997.85,Cash,Cancelled,2025-08-14
O001458,C0362,P0184,W008,2,600.98,51.31,1150.65,UPI,Pending,2026-06-05
O001459,C0115,P0032,W007,4,562.17,422.67,1826.01,Cash,Cancelled,2026-01-15
O001460,C0082,P0180,W019,6,83.12,15.26,483.46,UPI,Completed,2026-06-19
O001461,C0211,P0079,W014,6,102.81,72.47,544.39,Credit Card,Pending,2025-10-18
O001462,C0305,P0156,W017,9,716.77,1126.83,5324.1,Cash,Pending,2026-02-23
O001463,C0499,P0170,W011,10,505.56,241.74,4813.86,Net Banking,Cancelled,2026-03-03
O001464,C0305,P0023,W009,7,673.26,875.46,3837.36,Credit Card,Completed,2026-01-24
O001465,C0400,P0047,W011,9,519.72,281.71,4395.77,UPI,Cancelled,2026-08-01
O001466,C0494,P0095,W002,1,121.43,19.5,101.93,Credit Card,Cancelled,2026-04-28
O001467,C0341,P0117,W013,10,422.57,15.18,4210.52,Net Banking,Cancelled,2026-07-08
O001468,C0106,P0139,W014,9,261.47,382.26,1970.97,Debit Card,Completed,2026-02-08
O001469,C0394,P0121,W014,7,650.82,898.23,3657.51,UPI,Pending,2025-10-07
O001470,C0383,P0020,W014,5,658.43,37.24,3254.91,Debit Card,Pending,2025-10-29
O001471,C0276,P0061,W015,6,427.25,293.13,2270.37,UPI,Cancelled,2026-01-03
O001472,C0486,P0016,W019,7,646.11,286.75,4236.02,Debit Card,Pending,2026-02-17
O001473,C0429,P0107,W012,2,223.7,44.0,403.4,Cash,Cancelled,2025-10-21
O001474,C0365,P0176,W014,6,708.65,359.67,3892.23,Cash,Cancelled,2025-10-18
O001475,C0469,P0096,W014,10,223.64,341.37,1895.03,Cash,Pending,2025-09-16
O001476,C0007,P0157,W012,7,596.45,273.62,3901.53,Credit Card,Completed,2025-09-30
O001477,C0350,P0010,W003,1,275.52,48.19,227.33,Net Banking,Cancelled,2026-03-27
O001478,C0071,P0157,W013,1,596.45,108.3,488.15,Credit Card,Completed,2025-11-14
O001479,C0441,P0154,W019,9,687.94,90.85,6100.61,Credit Card,Completed,2026-06-24
O001480,C0379,P0098,W015,8,515.46,159.27,3964.41,UPI,Cancelled,2025-11-12
O001481,C0380,P0056,W001,10,73.8,65.5,672.5,Debit Card,Completed,2026-01-09
O001482,C0318,P0062,W013,10,152.46,162.18,1362.42,UPI,Pending,2026-04-02
O001483,C0044,P0194,W009,6,316.48,1.62,1897.26,Cash,Cancelled,2025-12-07
O001484,C0423,P0180,W003,7,83.12,30.41,551.43,Net Banking,Pending,2025-09-18
O001485,C0437,P0146,W009,3,595.2,174.92,1610.68,Debit Card,Pending,2025-12-08
O001486,C0166,P0082,W016,8,524.26,357.49,3836.59,Credit Card,Pending,2026-03-22
O001487,C0079,P0136,W008,1,596.21,88.33,507.88,Net Banking,Cancelled,2026-05-14
O001488,C0183,P0016,W008,4,646.11,130.1,2454.34,Credit Card,Cancelled,2026-04-15
O001489,C0374,P0069,W010,5,779.75,698.72,3200.03,Debit Card,Cancelled,2025-10-16
O001490,C0431,P0199,W004,7,550.92,93.15,3763.29,Net Banking,Cancelled,2026-04-22
O001491,C0292,P0105,W010,5,537.76,269.65,2419.15,Cash,Pending,2025-12-20
O001492,C0319,P0074,W007,3,318.47,176.14,779.27,Debit Card,Completed,2025-11-28
O001493,C0450,P0184,W014,9,600.98,610.5,4798.32,Debit Card,Cancelled,2026-02-18
O001494,C0183,P0123,W020,4,614.42,483.27,1974.41,UPI,Cancelled,2026-06-20
O001495,C0418,P0015,W006,3,435.76,74.88,1232.4,Net Banking,Completed,2025-10-31
O001496,C0200,P0005,W009,4,616.49,60.44,2405.52,Credit Card,Pending,2026-07-22
O001497,C0174,P0069,W018,7,779.75,603.29,4854.96,Cash,Completed,2026-04-27
O001498,C0002,P0033,W010,9,316.3,290.97,2555.73,Cash,Cancelled,2026-01-20
O001499,C0278,P0113,W001,4,229.52,106.07,812.01,Net Banking,Cancelled,2026-01-29
O001500,C0001,P0095,W002,10,121.43,156.23,1058.07,Cash,Cancelled,2026-01-29
O001501,C0217,P0008,W011,3,707.65,320.14,1802.81,Debit Card,Completed,2026-02-02
O001502,C0433,P0127,W002,1,830.32,102.17,728.15,Cash,Completed,2025-08-27
O001503,C0106,P0027,W017,2,78.28,16.7,139.86,Net Banking,Pending,2026-04-27
O001504,C0138,P0075,W006,6,153.98,110.39,813.49,Net Banking,Completed,2026-04-29
O001505,C0286,P0037,W003,7,536.12,265.89,3486.95,Credit Card,Cancelled,2026-04-24
O001506,C0350,P0140,W007,3,719.31,98.29,2059.64,Credit Card,Cancelled,2026-05-31
O001507,C0434,P0167,W019,7,121.8,101.54,751.06,Cash,Pending,2026-01-31
O001508,C0032,P0078,W018,5,134.38,37.12,634.78,Credit Card,Completed,2026-06-27
O001509,C0049,P0020,W005,6,658.43,26.43,3924.15,Cash,Completed,2026-03-05
O001510,C0489,P0171,W017,5,165.53,19.35,808.3,Cash,Pending,2026-01-18
O001511,C0450,P0164,W017,7,347.36,193.05,2238.47,Credit Card,Cancelled,2026-03-18
O001512,C0481,P0140,W015,10,719.31,421.53,6771.57,Credit Card,Completed,2025-09-18
O001513,C0037,P0149,W018,5,102.98,10.5,504.4,Cash,Cancelled,2026-04-12
O001514,C0255,P0081,W020,9,583.65,805.79,4447.06,Credit Card,Cancelled,2025-09-25
O001515,C0363,P0077,W016,1,705.01,58.12,646.89,Net Banking,Pending,2026-06-30
O001516,C0487,P0063,W003,2,152.21,1.13,303.29,Credit Card,Pending,2025-08-11
O001517,C0433,P0044,W014,10,509.99,53.79,5046.11,Credit Card,Pending,2025-10-30
O001518,C0177,P0166,W001,1,399.5,51.32,348.18,UPI,Pending,2025-11-27
O001519,C0008,P0133,W012,6,659.87,296.87,3662.35,Cash,Completed,2026-01-31
O001520,C0307,P0118,W010,5,545.32,120.71,2605.89,Net Banking,Pending,2025-12-29
O001521,C0347,P0158,W013,4,498.73,313.41,1681.51,Net Banking,Pending,2026-02-08
O001522,C0429,P0078,W012,6,134.38,143.99,662.29,UPI,Cancelled,2025-09-04
O001523,C0060,P0025,W011,8,464.04,365.0,3347.32,Net Banking,Pending,2026-06-18
O001524,C0031,P0149,W008,3,102.98,32.16,276.78,Credit Card,Completed,2025-08-06
O001525,C0400,P0029,W003,7,380.84,446.66,2219.22,Credit Card,Completed,2026-02-27
O001526,C0049,P0017,W010,10,438.91,605.63,3783.47,Net Banking,Cancelled,2025-12-31
O001527,C0397,P0194,W014,1,316.48,29.11,287.37,Cash,Pending,2025-08-10
O001528,C0018,P0142,W012,9,465.39,79.41,4109.1,Debit Card,Completed,2026-06-18
O001529,C0196,P0110,W020,1,91.98,10.34,81.64,UPI,Cancelled,2026-08-04
O001530,C0043,P0070,W015,4,468.0,355.11,1516.89,Debit Card,Cancelled,2026-01-30
O001531,C0155,P0009,W015,3,127.01,0.31,380.72,Debit Card,Pending,2025-12-03
O001532,C0111,P0197,W008,7,603.05,34.92,4186.43,UPI,Pending,2025-12-27
O001533,C0429,P0068,W003,10,244.39,24.35,2419.55,Net Banking,Completed,2026-05-04
O001534,C0200,P0066,W016,9,156.35,145.73,1261.42,Credit Card,Cancelled,2025-08-27
O001535,C0039,P0006,W016,2,615.25,157.93,1072.57,Credit Card,Pending,2026-06-08
O001536,C0413,P0118,W011,6,545.32,19.19,3252.73,Credit Card,Completed,2026-07-10
O001537,C0056,P0141,W005,5,473.02,443.19,1921.91,Debit Card,Pending,2026-05-18
O001538,C0443,P0130,W002,6,247.63,265.76,1220.02,UPI,Completed,2025-08-22
O001539,C0141,P0112,W003,4,635.62,71.85,2470.63,Credit Card,Completed,2026-04-10
O001540,C0332,P0198,W015,9,369.55,242.84,3083.11,Credit Card,Completed,2025-10-21
O001541,C0054,P0146,W014,1,595.2,58.26,536.94,Credit Card,Pending,2026-03-17
O001542,C0217,P0166,W006,2,399.5,47.86,751.14,Cash,Cancelled,2025-10-13
O001543,C0187,P0031,W012,8,475.72,209.33,3596.43,Net Banking,Pending,2025-11-12
O001544,C0448,P0113,W009,7,229.52,306.8,1299.84,Net Banking,Pending,2025-11-26
O001545,C0111,P0159,W019,9,340.74,329.35,2737.31,Debit Card,Completed,2026-08-03
O001546,C0191,P0055,W014,3,691.95,298.46,1777.39,Net Banking,Pending,2026-08-02
O001547,C0353,P0010,W012,2,275.52,70.17,480.87,Cash,Pending,2026-03-25
O001548,C0500,P0105,W006,10,537.76,48.54,5329.06,Debit Card,Completed,2025-12-05
O001549,C0077,P0146,W016,10,595.2,1103.92,4848.08,Net Banking,Completed,2026-01-31
O001550,C0219,P0010,W007,2,275.52,82.69,468.35,Net Banking,Pending,2026-05-23
O001551,C0459,P0027,W014,3,78.28,38.51,196.33,Cash,Pending,2026-07-10
O001552,C0136,P0131,W016,5,381.9,19.63,1889.87,Cash,Pending,2025-12-02
O001553,C0275,P0122,W012,6,472.24,40.52,2792.92,Debit Card,Cancelled,2026-05-24
O001554,C0028,P0113,W010,8,229.52,264.96,1571.2,Credit Card,Completed,2026-05-25
O001555,C0102,P0038,W012,8,210.73,98.72,1587.12,Cash,Pending,2026-03-15
O001556,C0322,P0031,W019,1,475.72,26.55,449.17,Credit Card,Cancelled,2026-06-05
O001557,C0057,P0175,W020,10,636.16,249.68,6111.92,Credit Card,Completed,2026-05-26
O001558,C0011,P0031,W010,10,475.72,220.89,4536.31,Debit Card,Cancelled,2025-11-25
O001559,C0083,P0004,W010,8,47.98,60.11,323.73,UPI,Pending,2026-05-19
O001560,C0035,P0142,W002,7,465.39,132.09,3125.64,Credit Card,Pending,2026-04-18
O001561,C0073,P0076,W013,7,366.83,100.43,2467.38,Credit Card,Completed,2025-08-13
O001562,C0240,P0166,W019,3,399.5,147.62,1050.88,Debit Card,Completed,2026-04-22
O001563,C0088,P0093,W002,10,102.56,63.98,961.62,Cash,Pending,2026-04-18
O001564,C0197,P0165,W011,7,221.44,263.64,1286.44,Debit Card,Cancelled,2026-04-05
O001565,C0498,P0122,W007,3,472.24,53.23,1363.49,Net Banking,Pending,2025-09-16
O001566,C0301,P0189,W019,2,416.57,35.73,797.41,Debit Card,Completed,2026-03-12
O001567,C0410,P0106,W013,9,395.02,245.06,3310.12,Debit Card,Pending,2025-10-26
O001568,C0249,P0052,W018,9,697.25,260.53,6014.72,Cash,Cancelled,2026-05-27
O001569,C0053,P0116,W018,1,446.14,32.77,413.37,Credit Card,Completed,2025-11-02
O001570,C0259,P0092,W006,9,165.58,63.68,1426.54,UPI,Completed,2026-01-06
O001571,C0013,P0114,W007,3,433.11,222.73,1076.6,UPI,Pending,2026-04-27
O001572,C0174,P0128,W011,2,366.55,58.95,674.15,Debit Card,Pending,2025-09-18
O001573,C0262,P0061,W009,6,427.25,235.84,2327.66,Debit Card,Cancelled,2025-11-12
O001574,C0280,P0064,W007,5,124.23,83.56,537.59,UPI,Cancelled,2026-05-22
O001575,C0244,P0051,W002,3,229.62,51.93,636.93,Cash,Cancelled,2025-11-11
O001576,C0260,P0091,W007,6,128.87,1.49,771.73,UPI,Cancelled,2025-08-17
O001577,C0049,P0181,W017,3,510.35,31.7,1499.35,Net Banking,Cancelled,2026-01-21
O001578,C0132,P0040,W008,10,533.67,681.97,4654.73,Net Banking,Pending,2025-11-10
O001579,C0010,P0069,W017,7,779.75,153.43,5304.82,Debit Card,Cancelled,2025-08-05
O001580,C0115,P0076,W018,7,366.83,164.8,2403.01,Debit Card,Completed,2025-08-24
O001581,C0257,P0055,W013,5,691.95,199.53,3260.22,UPI,Cancelled,2025-11-28
O001582,C0445,P0036,W010,8,550.45,515.34,3888.26,Credit Card,Pending,2026-03-16
O001583,C0166,P0162,W015,4,472.72,89.63,1801.25,UPI,Cancelled,2026-04-13
O001584,C0345,P0003,W002,1,307.09,31.52,275.57,Debit Card,Completed,2026-07-31
O001585,C0028,P0074,W001,7,318.47,50.4,2178.89,Cash,Cancelled,2025-08-11
O001586,C0317,P0100,W004,5,451.54,209.75,2047.95,Net Banking,Completed,2026-04-30
O001587,C0238,P0089,W016,9,380.36,45.37,3377.87,Debit Card,Pending,2026-05-08
O001588,C0174,P0138,W005,7,574.82,635.79,3387.95,Credit Card,Completed,2025-09-12
O001589,C0223,P0173,W001,4,112.19,25.16,423.6,Net Banking,Pending,2026-03-19
O001590,C0082,P0174,W002,1,288.11,14.51,273.6,UPI,Cancelled,2025-11-05
O001591,C0049,P0085,W006,2,734.45,139.65,1329.25,Debit Card,Completed,2025-10-30
O001592,C0174,P0083,W020,9,557.15,490.66,4523.69,UPI,Cancelled,2025-11-20
O001593,C0055,P0026,W020,2,424.88,150.12,699.64,UPI,Pending,2025-11-05
O001594,C0150,P0141,W018,8,473.02,239.64,3544.52,Debit Card,Cancelled,2025-10-09
O001595,C0485,P0118,W018,8,545.32,154.52,4208.04,UPI,Cancelled,2026-04-07
O001596,C0378,P0140,W005,5,719.31,370.3,3226.25,Net Banking,Cancelled,2025-09-24
O001597,C0227,P0087,W009,1,52.58,5.68,46.9,Debit Card,Pending,2026-06-22
O001598,C0161,P0039,W001,1,696.37,60.34,636.03,Debit Card,Completed,2026-06-24
O001599,C0381,P0197,W017,7,603.05,140.55,4080.8,Cash,Pending,2026-05-06
O001600,C0366,P0068,W016,3,244.39,100.07,633.1,UPI,Completed,2026-07-04
O001601,C0033,P0029,W011,6,380.84,283.94,2001.1,Net Banking,Pending,2026-04-27
O001602,C0134,P0130,W020,5,247.63,39.6,1198.55,Debit Card,Pending,2026-06-03
O001603,C0332,P0157,W010,10,596.45,671.41,5293.09,Cash,Completed,2025-10-09
O001604,C0025,P0183,W020,7,518.44,154.54,3474.54,UPI,Pending,2026-01-23
O001605,C0036,P0055,W017,3,691.95,325.67,1750.18,Cash,Pending,2026-07-08
O001606,C0122,P0032,W017,1,562.17,82.35,479.82,Debit Card,Cancelled,2025-11-17
O001607,C0080,P0175,W013,10,636.16,884.1,5477.5,Credit Card,Completed,2026-02-02
O001608,C0203,P0061,W009,8,427.25,594.96,2823.04,Credit Card,Pending,2025-10-22
O001609,C0061,P0102,W003,10,580.08,971.26,4829.54,Cash,Completed,2026-08-05
O001610,C0360,P0086,W003,4,781.27,569.26,2555.82,Net Banking,Completed,2026-03-29
O001611,C0008,P0178,W014,4,253.74,159.39,855.57,UPI,Cancelled,2026-04-29
O001612,C0467,P0044,W006,1,509.99,59.72,450.27,Debit Card,Completed,2026-02-27
O001613,C0124,P0126,W010,8,352.47,133.73,2686.03,Credit Card,Completed,2026-07-07
O001614,C0043,P0166,W013,10,399.5,401.68,3593.32,Cash,Completed,2026-05-24
O001615,C0224,P0138,W002,7,574.82,414.17,3609.57,Credit Card,Pending,2026-05-03
O001616,C0229,P0088,W001,3,512.39,33.44,1503.73,Net Banking,Cancelled,2026-04-10
O001617,C0013,P0136,W014,9,596.21,574.29,4791.6,Net Banking,Pending,2026-07-13
O001618,C0113,P0144,W004,5,642.6,294.74,2918.26,Cash,Pending,2026-01-05
O001619,C0025,P0033,W015,10,316.3,520.51,2642.49,Credit Card,Completed,2026-02-24
O001620,C0085,P0022,W002,6,456.03,532.52,2203.66,Debit Card,Cancelled,2026-03-12
O001621,C0130,P0169,W002,2,685.11,178.66,1191.56,Debit Card,Pending,2026-03-01
O001622,C0158,P0130,W008,2,247.63,94.76,400.5,Cash,Cancelled,2025-10-24
O001623,C0295,P0090,W002,8,414.11,619.39,2693.49,Debit Card,Cancelled,2026-01-23
O001624,C0317,P0087,W017,10,52.58,95.73,430.07,UPI,Completed,2026-07-07
O001625,C0479,P0004,W012,5,47.98,21.11,218.79,Credit Card,Completed,2026-02-03
O001626,C0437,P0160,W017,10,103.95,163.32,876.18,Credit Card,Cancelled,2026-07-10
O001627,C0200,P0009,W013,10,127.01,39.47,1230.63,Cash,Cancelled,2025-12-09
O001628,C0083,P0085,W013,2,734.45,266.19,1202.71,Net Banking,Cancelled,2025-10-13
O001629,C0114,P0008,W014,7,707.65,684.38,4269.17,Net Banking,Completed,2025-12-25
O001630,C0252,P0191,W002,6,583.75,484.75,3017.75,Net Banking,Cancelled,2025-09-04
O001631,C0255,P0079,W010,1,102.81,9.6,93.21,Credit Card,Cancelled,2025-11-25
O001632,C0464,P0158,W010,5,498.73,357.78,2135.87,Net Banking,Pending,2026-02-09
O001633,C0137,P0041,W007,6,471.27,353.11,2474.51,Debit Card,Completed,2026-04-17
O001634,C0288,P0086,W014,7,781.27,703.96,4764.93,UPI,Completed,2025-09-22
O001635,C0485,P0051,W010,10,229.62,351.03,1945.17,Credit Card,Cancelled,2026-05-21
O001636,C0260,P0022,W003,5,456.03,440.9,1839.25,Net Banking,Completed,2026-05-13
O001637,C0058,P0038,W019,8,210.73,84.48,1601.36,UPI,Completed,2026-03-05
O001638,C0308,P0034,W011,6,98.84,24.24,568.8,Cash,Cancelled,2026-01-08
O001639,C0336,P0195,W002,10,194.61,384.35,1561.75,Cash,Pending,2026-05-21
O001640,C0047,P0125,W015,5,184.54,37.5,885.2,UPI,Pending,2026-03-07
O001641,C0328,P0124,W001,7,711.13,674.02,4303.89,UPI,Pending,2026-03-26
O001642,C0332,P0174,W005,7,288.11,308.17,1708.6,Credit Card,Pending,2025-08-14
O001643,C0264,P0157,W008,2,596.45,59.3,1133.6,Credit Card,Cancelled,2026-03-07
O001644,C0497,P0180,W004,6,83.12,49.77,448.95,Debit Card,Cancelled,2026-05-22
O001645,C0212,P0090,W013,2,414.11,13.83,814.39,Cash,Pending,2025-08-22
O001646,C0029,P0125,W019,9,184.54,202.67,1458.19,Net Banking,Completed,2026-07-27
O001647,C0112,P0073,W005,4,114.95,85.86,373.94,UPI,Cancelled,2025-12-20
O001648,C0095,P0019,W012,5,452.83,65.68,2198.47,Debit Card,Completed,2025-11-20
O001649,C0010,P0176,W003,10,708.65,519.46,6567.04,Cash,Completed,2026-01-05
O001650,C0400,P0017,W008,2,438.91,102.01,775.81,Debit Card,Completed,2026-05-22
O001651,C0500,P0058,W010,1,607.88,94.63,513.25,Debit Card,Pending,2025-11-19
O001652,C0390,P0054,W019,5,298.13,132.18,1358.47,Debit Card,Pending,2025-10-13
O001653,C0179,P0094,W016,4,536.83,203.11,1944.21,Debit Card,Pending,2026-03-02
O001654,C0042,P0006,W005,10,615.25,943.89,5208.61,Cash,Pending,2026-02-07
O001655,C0138,P0064,W017,5,124.23,18.1,603.05,Net Banking,Pending,2026-05-08
O001656,C0202,P0113,W010,3,229.52,30.1,658.46,Debit Card,Pending,2026-08-05
O001657,C0376,P0092,W013,9,165.58,92.54,1397.68,Net Banking,Completed,2025-10-11
O001658,C0323,P0139,W018,10,261.47,490.34,2124.36,Net Banking,Completed,2025-08-07
O001659,C0044,P0016,W012,1,646.11,7.78,638.33,Debit Card,Completed,2025-11-21
O001660,C0469,P0159,W018,10,340.74,127.57,3279.83,UPI,Pending,2026-01-26
O001661,C0096,P0174,W008,7,288.11,328.1,1688.67,Credit Card,Completed,2026-05-07
O001662,C0193,P0090,W004,3,414.11,224.85,1017.48,Net Banking,Pending,2026-04-03
O001663,C0188,P0052,W005,6,697.25,488.69,3694.81,Credit Card,Pending,2025-12-30
O001664,C0093,P0002,W004,4,318.95,239.92,1035.88,Net Banking,Cancelled,2025-09-20
